,raw_text,with_accent
1178,епанча,епанч+а
1179,епанчи,епанч+и
1180,епитимья,епитимь+я
1181,епитимьи,епитимь+и
1182,ера,+ера
1183,ересь,+ересь
1184,ереси,+ереси
1185,еретик,ерет+ик
1186,еретика,еретик+а
1187,ершистый,ерш+истый
1188,ершисты,ерш+исты
1189,ерь,+ерь
1190,еря,+еря
1191,есаул,еса+ул
1192,есаула,еса+ула
1193,ешь,+ешь
1194,ефрейтор,ефр+ейтор
1195,ефрейтора,ефр+ейтора
1196,ехать,+ехать
1197,ерша,ерш+а
1198,жабры,ж+абры
1199,жаворонок,ж+аворонок
1200,жаворонка,ж+аворонка
1201,жаждать,ж+аждать
1202,жакет,жак+ет
1203,жакета,жак+ета
1204,жалейка,жал+ейка
1205,жалейки,жал+ейки
1206,жалкий,ж+алкий
1207,жалостливый,ж+алостливый
1208,жалостлива,ж+алостлива
1209,жалостливо,ж+алостливо
1210,жалостливы,ж+алостливы
1211,жалостный,ж+алостный
1212,жалостно,ж+алостно
1213,жалостны,ж+алостны
1214,жардиньерка,жардинь+ерка
1215,жардиньерки,жардинь+ерки
1216,жаркий,ж+аркий
1217,жаровня,жар+овня
1218,жаровни,жар+овни
1219,ждало,жд+ало
1220,ждали,жд+али
1221,ждавший,жд+авший
1222,желанный,жел+анный
1223,желанны,жел+анны
1224,железа,желез+а
1225,железы,желез+ы
1226,желчна,ж+елчна
1227,желчно,ж+елчно
1228,желчны,ж+елчны
1229,жениться,жен+иться
1230,женящийся,ж+енящийся
1231,женственный,ж+енственный
1232,женственна,ж+енственна
1233,женственно,ж+енственно
1234,женственны,ж+енственны
1235,женщина,ж+енщина
1236,женщины,ж+енщины
1237,жестокий,жест+окий
1238,жгла,жгл+а
1239,живой,жив+ой
1240,житие,жити+е
1241,жития,жити+я
1242,житием,жити+ем
1243,жило,ж+ило
1244,жили,ж+или
1245,жнивья,жнивь+я
1246,жокей,жок+ей
1247,жокея,жок+ея
1248,жюри,жюр+и
1249,заалеть,заал+еть
1250,заалевший,заал+евший
1251,заалеться,заал+еться
1252,забава,заб+ава
1253,забавы,заб+авы
1254,забитый,заб+итый
1255,заблагорассудиться,заблагорасс+удиться
1256,заблагорассудится,заблагорасс+удится
1257,забрало,забр+ало
1258,забрала,забр+ала
1259,заверение,завер+ение
1260,заверения,завер+ения
1261,завещанный,зав+ещанный
1262,завидный,зав+идный
1263,завидны,зав+идны
1264,завистливый,зав+истливый
1265,завистлива,зав+истлива
1266,завистливо,зав+истливо
1267,завистливы,зав+истливы
1268,завистник,зав+истник
1269,завистника,зав+истника
1270,завиток,завит+ок
1271,завитка,завитк+а
1272,завитый,зав+итый
1273,завита,зав+ита
1274,завиться,зав+иться
1275,завилось,завил+ось
1276,завились,зав+ились
1277,завсегдатай,завсегд+атай
1278,завсегдатая,завсегд+атая
1279,завьюжить,завь+южить
1280,завязь,з+авязь
1281,завязи,з+авязи
1282,завянуть,зав+януть
1283,завял,зав+ял
1284,завяла,зав+яла
1285,загнанный,з+агнанный
1286,загнанно,з+агнанно
1287,загнать,загн+ать
1288,загнал,загн+ал
1289,загнала,загнал+а
1290,загнало,загн+ало
1291,загнали,загн+али
1292,заговор,з+аговор
1293,заговора,з+аговора
1294,заголовок,загол+овок
1295,заголовка,загол+овка
1296,загубить,загуб+ить
1297,загубленный,заг+убленный
1298,загублена,заг+ублена
1299,загублено,заг+ублено
1300,загублены,заг+ублены
1301,зададут,задад+ут
1302,задали,зад+али
1303,задолженность,зад+олженность
1304,задолженности,зад+олженности
1305,заезженный,за+езженный
1306,займа,з+айма
1307,заждаться,зажд+аться
1308,зажгут,зажг+ут
1309,зажжена,зажжен+а
1310,зажжено,зажжен+о
1311,зажжены,зажжен+ы
1312,зажглись,зажгл+ись
1313,заживить,зажив+ить
1314,заживлена,заживлен+а
1315,заживлено,заживлен+о
1316,заживлены,заживлен+ы
1317,зажить,заж+ить
1318,зажила,зажил+а
1319,зажило,з+ажило
1320,зажили,з+ажили
1321,заживший,заж+ивший
1322,зажила,з+ажила
1323,зажила,заж+ила
1324,зазубрить,зазубр+ить
1325,заказчик,зак+азчик
1326,заказчика,зак+азчика
1327,закапать,зак+апать
1328,закомпостируй,закомпост+ируй
1329,закравшийся,закр+авшийся
1330,закрома,закром+а
1331,закромов,закром+ов
1332,залечь,зал+ечь
1333,залегла,залегл+а
1334,залегло,залегл+о
1335,залегли,залегл+и
1336,залитой,залит+ой
1337,залита,зал+ита
1338,залить,зал+ить
1339,залили,зал+или
1340,заложить,залож+ить
1341,залучить,залуч+ить
1342,залучи,залуч+и
1343,замедленный,зам+едленный
1344,замедленно,зам+едленно
1345,замедленны,зам+едленны
1346,замереть,замер+еть
1347,замер,з+амер
1348,замерла,замерл+а
1349,замерло,з+амерло
1350,замерли,з+амерли
1351,замести,замест+и
1352,замела,замел+а
1353,замело,замел+о
1354,замели,замел+и
1355,заметены,заметен+ы
1356,заметь,з+аметь
1357,замети,з+амети
1358,замысли,зам+ысли
1359,замыслено,зам+ыслено
1360,замыслены,зам+ыслены
1361,занавес,з+анавес
1362,занавеса,з+анавеса
1363,занавешена,занав+ешена
1364,занавешено,занав+ешено
1365,занавешены,занав+ешены
1366,занозить,заноз+ить
1367,заносчивый,зан+осчивый
1368,заносчиво,зан+осчиво
1369,заносчивы,зан+осчивы
1370,занять,зан+ять
1371,заняла,занял+а
1372,заняло,з+аняло
1373,заняли,з+аняли
1374,занявший,зан+явший
1375,занятый,з+анятый
1376,заняты,з+аняты
1377,запамятуют,зап+амятуют
1378,запанибрата,запанибр+ата
1379,запасливый,зап+асливый
1380,запасливо,зап+асливо
1381,запасливы,зап+асливы
1382,запасник,зап+асник
1383,запасника,зап+асника
1384,запереть,запер+еть
1385,заперла,заперл+а
1386,заперло,з+аперло
1387,заперли,з+аперли
1388,запертый,з+апертый
1389,запереться,запер+еться
1390,заперлась,заперл+ась
1391,заперлось,заперл+ось
1392,заперлись,заперл+ись
1393,заперлось,з+аперлось
1394,заперлись,з+аперлись
1395,запоздалый,запозд+алый
1396,запоздала,запозд+ала
1397,запоздало,запозд+ало
1398,запоздалы,запозд+алы
1399,запрячь,запр+ячь
1400,запрягла,запрягл+а
1401,запрягло,запрягл+о
1402,запрягли,запрягл+и
1403,запряги,запряг+и
1404,заречься,зар+ечься
1405,зареклась,зарекл+ась
1406,зареклось,зарекл+ось
1407,зареклись,зарекл+ись
1408,заржавленный,зарж+авленный
1409,заронить,зарон+ить
1410,заря,зар+я
1411,зарядить,заряд+ить
1412,заслонены,заслонен+ы
1413,застенчивый,заст+енчивый
1414,застенчива,заст+енчива
1415,застенчиво,заст+енчиво
1416,застенчивы,заст+енчивы
1417,застынут,заст+ынут
1418,засухоустойчивый,засухоуст+ойчивый
1419,засушенный,зас+ушенный
1420,затворивший,затвор+ивший
1421,затворенныйизатворённый,затв+оренныйизатворённый
1422,затворена,затворен+а
1423,затворено,затворен+о
1424,затворены,затворен+ы
1425,заточить,заточ+ить
1426,заточенный,зат+оченный
1427,заточить,заточ+ить
1428,заусенец,заус+енец
1429,заусеницы,заус+еницы
1430,зачерствеют,зачерств+еют
1431,зачерствевший,зачерств+евший
1432,званный,зв+анный
1433,звало,зв+ало
1434,зваться,зв+аться
1435,звались,зв+ались
1436,звонкий,зв+онкий
1437,звучный,зв+учный
1438,здоровый,здор+овый
1439,здоровый,здор+овый
1440,зелены,з+елены
1441,земля,земл+я
1442,земство,з+емство
1443,земства,з+емства
1444,зеркало,з+еркало
1445,зеркала,з+еркала
1446,злобный,зл+обный
1447,знаменосец,знамен+осец
1448,знаменосца,знамен+осца
1449,знахарка,зн+ахарка
1450,знахарки,знах+арки
1451,зоркий,з+оркий
1452,зудеть,зуд+еть
1453,зыби,з+ыби
1454,зябнуть,з+ябнуть
1455,зябла,з+ябла
1456,зябло,з+ябло
1457,зябли,з+ябли
1458,зябнувший,з+ябнувший
1459,зяби,з+яби
1460,зятя,з+ятя
1461,иволга,+иволга
1462,иволги,+иволги
1463,игла,игл+а
1464,иглистый,игл+истый
1465,игольчатый,иг+ольчатый
1466,игра,игр+а
1467,игры,игр+ы
1468,игрек,+игрек
1469,игрека,+игрека
1470,игривый,игр+ивый
1471,игристый,игр+истый
1472,игристы,игр+исты
1473,игрище,+игрище
1474,игрища,+игрища
1475,игротека,игрот+ека
1476,игротеки,игрот+еки
1477,игрывать,+игрывать
1478,игрывала,+игрывала
1479,игуана,игу+ана
1480,игуаны,игу+аны
1481,идентичный,идент+ичный
1482,идолище,+идолище
1483,идолища,+идолища
1484,идти,идт+и
1485,иезуит,иезу+ит
1486,иезуита,иезу+ита
1487,иена,и+ена
1488,иены,и+ены
1489,иероглиф,иер+оглиф
1490,иероглифа,иер+оглифа
1491,изба,изб+а
1492,избалованный,избал+ованный
1493,избалованно,избал+ованно
1494,избалованны,избал+ованны
1495,избалованный,избал+ованный
1496,избегнуть,изб+егнуть
1497,избегла,изб+егла
1498,избегло,изб+егло
1499,избегли,изб+егли
1500,избранник,избр+анник
1501,избранника,избр+анника
1502,избранный,+избранный
1503,избрать,избр+ать
1504,избрал,избр+ал
1505,избрала,избрал+а
1506,избрало,избр+ало
1507,избрали,избр+али
1508,изваяние,изва+яние
1509,изваяния,изва+яния
1510,изваянный,изв+аянный
1511,изваять,изва+ять
1512,изваял,изва+ял
1513,изваяла,изва+яла
1514,изверг,+изверг
1515,изверга,+изверга
1516,изверглась,изв+ерглась
1517,изверглось,изв+ерглось
1518,изверглись,изв+ерглись
1519,извлечь,извл+ечь
1520,извлекла,извлекл+а
1521,извлекло,извлекл+о
1522,извлекли,извлекл+и
1523,извлечена,извлечен+а
1524,извлечено,извлечен+о
1525,извлечены,извлечен+ы
1526,извозчик,изв+озчик
1527,извозчика,изв+озчика
1528,изглоданный,изгл+оданный
1529,изгнанник,изгн+анник
1530,изгнанника,изгн+анника
1531,изгой,изг+ой
1532,изгоя,изг+оя
1533,изголовье,изгол+овье
1534,изголовья,изгол+овья
1535,изгородь,+изгородь
1536,изгороди,+изгороди
1537,дадите,дад+ите
1538,издадут,издад+ут
1539,издан,+издан
1540,издано,+издано
1541,изданы,+изданы
1542,изжить,изж+ить
1543,излазать,изл+азать
1544,излазить,изл+азить
1545,излазь,изл+азь
1546,излишек,изл+ишек
1547,излишка,изл+ишка
1548,изложить,излож+ить
1549,изложила,излож+ила
1550,изложенный,изл+оженный
1551,изложена,изл+ожена
1552,изложено,изл+ожено
1553,изложены,изл+ожены
1554,изнемогут,изнем+огут
1555,изнемогли,изнемогл+и
1556,изображено,изображен+о
1557,изображены,изображен+ы
1558,изобретут,изобрет+ут
1559,изобрели,изобрел+и
1560,изречь,изр+ечь
1561,изрекла,изрекл+а
1562,изрекло,изрекл+о
1563,изрекли,изрекл+и
1564,изувер,изув+ер
1565,изувера,изув+ера
1566,изувеченный,изув+еченный
1567,изыск,из+ыск
1568,изыска,из+ыска
1569,изысканный,из+ысканный
1570,изысканны,из+ысканны
1571,изящный,из+ящный
1572,икры,+икры
1573,икрам,+икрам
1574,икса,+икса
1575,илистый,+илистый
1576,иллюзия,илл+юзия
1577,иллюзии,илл+юзии
1578,именинник,имен+инник
1579,именинника,имен+инника
1580,именитый,имен+итый
1581,имениты,имен+иты
1582,иммигрант,иммигр+ант
1583,иммигранта,иммигр+анта
1584,императивный,императ+ивный
1585,императивно,императ+ивно
1586,императивны,императ+ивны
1587,иначе,ин+аче
1588,ингредиент,ингреди+ент
1589,ингредиента,ингреди+ента
1590,индекс,+индекс
1591,индекса,+индекса
1592,индивид,индив+ид
1593,индивида,индив+ида
1594,индивидуум,индив+идуум
1595,индивидуума,индив+идуума
1596,индульгенция,индульг+енция
1597,индульгенции,индульг+енции
1598,инженер,инжен+ер
1599,инженера,инжен+ера
1600,инкогнито,инк+огнито
1601,инок,+инок
1602,инока,+инока
1603,инопланетянин,и`нопланет+янин
1604,иинопланетянина,ииFнопланет+янина
1605,иноходец,инох+одец
1606,иноходца,инох+одца
1607,инсинуация,инсину+ация
1608,инсинуации,инсину+ации
1609,инспектор,инсп+ектор
1610,инспектора,инсп+ектора
1611,инстинкт,инст+инкт
1612,инстинкта,инст+инкта
1613,инсценированный,инсцен+ированный
1614,интеграл,интегр+ал
1615,интеграла,интегр+ала
1616,интеллигент,интеллиг+ент
1617,интеллигента,интеллиг+ента
1618,интервал,интерв+ал
1619,интервала,интерв+ала
1620,интервьюер,интервью+ер
1621,интервьюера,интервью+ера
1622,интернат,интерн+ат
1623,интерната,интерн+ата
1624,интерпретатор,интерпрет+атор
1625,интерпретатора,интерпрет+атора
1626,интерпретация,интерпрет+ация
1627,интерпретации,интерпрет+ации
1628,интерфикс,интерф+икс
1629,интерфикса,интерф+икса
1630,интерьер,интерь+ер
1631,интерьера,интерь+ера
1632,интроверт,интров+ерт
1633,интроверта,интров+ерта
1634,инцидент,инцид+ент
1635,ион,и+он
1636,иона,и+она
1637,ипостась,ипост+ась
1638,ипостаси,ипост+аси
1639,иска,+иска
1640,искать,иск+ать
1641,искавший,иск+авший
1642,искра,+искра
1643,искры,+искры
1644,искринка,+искринка
1645,искринки,искр+инки
1646,искристо,искр+исто
1647,искристы,искр+исты
1648,иискриться,иискр+иться
1649,искус,иск+ус
1650,искуса,+искуса
1651,искуситель,искус+итель
1652,искусителя,искус+ителя
1653,йога,й+ога
1654,йогурт,й+огурт
1655,йогурта,й+огурта
1656,йогурта,йог+урта
1657,кабала,кабал+а
1658,кабалы,кабал+ы
1659,кабан,каб+ан
1660,кабана,кабан+а
1661,кавалергард,кавалерг+ард
1662,кавалергарда,кавалерг+арда
1663,каверза,к+аверза
1664,каверзы,к+аверзы
1665,кадет,кад+ет
1666,кадета,кад+ета
1667,кадить,кад+ить
1668,кадила,кад+ила
1669,казак,каз+ак
1670,казах,каз+ах
1671,казаха,каз+аха
1672,кайзер,к+айзер
1673,кайзера,к+айзера
1674,кайло,кайл+о
1675,кайлы,кайл+ы
1676,калмык,калм+ык
1677,камбала,к+амбала
1678,камбалы,камбал+ы
1679,камбуз,к+амбуз
1680,камбуза,к+амбуза
1681,камня,к+амня
1682,камердинер,камерд+инер
1683,камердинера,камерд+инера
1684,камилавка,камил+авка
1685,камилавки,камил+авки
1686,камуфляж,камуфл+яж
1687,каньон,кань+он
1688,каньона,кань+она
1689,капавший,к+апавший
1690,капелла,кап+елла
1691,капеллы,кап+еллы
1692,капельдинер,капельд+инер
1693,капельдинера,капельд+инера
1694,капельмейстер,капельм+ейстер
1695,капельмейстера,капельм+ейстера
1696,капилляр,капилл+яр
1697,капилляра,капилл+яра
1698,капитель,капит+ель
1699,капители,капит+ели
1700,каприз,капр+из
1701,каприза,капр+иза
1702,каприс,капр+ис
1703,каприса,капр+иса
1704,карабинер,карабин+ер
1705,карабинера,карабин+ера
1706,каравелла,карав+елла
1707,каравеллы,карав+еллы
1708,картридж,к+артридж
1709,картриджа,к+артриджа
1710,кастаньеты,кастань+еты
1711,кастаньет,кастань+ет
1712,каталог,катал+ог
1713,каталога,катал+ога
1714,катание,кат+ание
1715,катанья,кат+анья
1716,катить,кат+ить
1717,катила,кат+ила
1718,катите,кат+ите
1719,каучук,кауч+ук
1720,каучука,кауч+ука
1721,кафетерий,кафет+ерий
1722,кафетерия,кафет+ерия
1723,кашица,к+ашица
1724,кашицы,каш+ицы
1725,квартал,кварт+ал
1726,квартала,кварт+ала
1727,квашня,квашн+я
1728,квашни,квашн+и
1729,квинтет,квинт+ет
1730,квинтета,квинт+ета
1731,кегельбан,кегельб+ан
1732,кегельбана,кегельб+ана
1733,кейса,к+ейса
1734,кемпинг,к+емпинг
1735,кемпинга,к+емпинга
1736,кенар,к+енар
1737,кенаря,кенар+я
1738,кетчуп,к+етчуп
1739,кетчупа,к+етчупа
1740,кивер,к+ивер
1741,кивера,к+ивера
1742,килограмм,килогр+амм
1743,килограмма,килогр+амма
1744,килограммов,килогр+аммов
1745,километр,килом+етр
1746,километра,килом+етра
1747,кильватер,кильв+атер
1748,кильватера,кильв+атера
1749,кипятить,кипят+ить
1750,кипятила,кипят+ила
1751,кипятящий,кипят+ящий
1752,кипячена,кипячен+а
1753,кипячено,кипячен+о
1754,кипячены,кипячен+ы
1755,кирасир,кирас+ир
1756,кирасира,кирас+ира
1757,кирка,кирк+а
1758,кирка,к+ирка
1759,кирхи,к+ирхи
1760,кислый,к+ислый
1761,кислы,кисл+ы
1762,кисти,к+исти
1763,кистень,кист+ень
1764,кистеня,кистен+я
1765,клавиши,кл+авиши
1766,кладбище,кл+адбище
1767,кладбища,кл+адбища
1768,кладовая,кладов+ая
1769,кладовой,кладов+ой
1770,клаксон,кл+аксон
1771,клаксона,клакс+она
1772,кларнет,кларн+ет
1773,кларнета,кларн+ета
1774,клала,кл+ала
1775,клало,кл+ало
1776,клали,кл+али
1777,кладущий,клад+ущий
1778,клеветать,клевет+ать
1779,клеветала,клевет+ала
1780,клеить,кл+еить
1781,клеила,кл+еила
1782,клеило,кл+еило
1783,клеили,кл+еили
1784,клеящий,кл+еящий
1785,клей,кл+ей
1786,клея,кл+ея
1787,клейкий,кл+ейкий
1788,клеймить,клейм+ить
1789,клеймила,клейм+ила
1790,клеймящий,клейм+ящий
1791,клеймо,клейм+о
1792,клейма,клейм+а
1793,клеща,клещ+а
1794,клина,кл+ина
1795,клипа,кл+ипа
1796,клипмейкер,клипм+ейкер
1797,клипмейкера,клипм+ейкера
1798,клипсы,кл+ипсы
1799,клипсов,кл+ипсов
1800,клока,клок+а
1801,клуба,кл+уба
1802,клуба,кл+уба
1803,клубиться,клуб+иться
1804,клубилась,клуб+илась
1805,кляссер,кл+яссер
1806,кляссера,кл+яссера
1807,кляла,клял+а
1808,кляло,кл+яло
1809,кляли,кл+яли
1810,клянутся,клян+утся
1811,клялись,кл+ялись
1812,клянитесь,клян+итесь
1813,книксен,кн+иксен
1814,книксена,кн+иксена
1815,княжна,княжн+а
1816,княжны,княжн+ы
1817,князя,кн+язя
1818,кованый,к+ованый
1819,ковать,ков+ать
1820,ковала,ков+ала
1821,кованный,к+ованный
1822,ковша,ковш+а
1823,ковыль,ков+ыль
1824,ковыля,ковыл+я
1825,кода,к+ода
1826,кодекс,к+одекс
1827,кодекса,к+одекса
1828,коза,коз+а
1829,койот,кой+от
1830,койота,кой+ота
1831,коктейль,кокт+ейль
1832,коктейля,кокт+ейля
1833,кола,кол+а
1834,колдовать,колдов+ать
1835,колдовала,колдов+ала
1836,колдующий,колд+ующий
1837,колдовавший,колдов+авший
1838,колено,кол+ено
1839,колена,кол+ена
1840,колен,кол+ен
1841,колен,кол+ен
1842,колер,к+олер
1843,колера,к+олера
1844,колея,коле+я
1845,колеи,коле+и
1846,колкий,к+олкий
1847,коллаж,колл+аж
1848,коллажа,колл+ажа
1849,коллега,колл+ега
1850,коллеги,колл+еги
1851,коллеж,колл+еж
1852,коллежа,колл+ежа
1853,коллоквиум,колл+оквиум
1854,коллоквиума,колл+оквиума
1855,колонтитул,колонт+итул
1856,колонтитула,колонт+итула
1857,колос,к+олос
1858,колоса,к+олоса
1859,колосс,кол+осс
1860,колчан,колч+ан
1861,колчана,колч+ана
1862,кольцо,кольц+о
1863,кольца,кольц+а
1864,комбайнера,комб+айнера
1865,комильфо,комильф+о
1866,комментарий,коммент+арий
1867,комментария,коммент+ария
1868,компаньон,компань+он
1869,компаньона,компань+она
1870,компас,к+омпас
1871,компаса,к+омпаса
1872,компетентный,компет+ентный
1873,компетентна,компет+ентна
1874,компетентно,компет+ентно
1875,компетентны,компет+ентны
1876,компонент,компон+ент
1877,компонента,компон+ента
1878,компонента,компон+ента
1879,компоненты,компон+енты
1880,компресс,компр+есс
1881,компресса,компр+есса
1882,метируй,мет+ируй
1883,метировавший,мет+ировавший
1884,компостер,комп+остер
1885,компостера,комп+остера
1886,компьютер,компь+ютер
1887,компьютера,компь+ютера
1888,конгресс,конгр+есс
1889,конгресса,конгр+есса
1890,конгрессмена,конгрессм+ена
1891,конденсатор,конденс+атор
1892,конденсатора,конденс+атора
1893,конкурентоспособныйе,конкуре`нтоспос+обныйе
1894,конкурентоспособны,конкуре`нтоспос+обны
1895,констатирующий,констат+ирующий
1896,констатировавший,констат+ировавший
1897,контейнер,конт+ейнер
1898,контейнера,конт+ейнера
1899,контекст,конт+екст
1900,контекста,конт+екста
1901,контрастный,контр+астный
1902,контратна,контр+аcтна
1903,контрастно,контр+астно
1904,контрастны,контр+астны
1905,контузить,конт+узить
1906,контужено,конт+ужено
1907,контужены,конт+ужены
1908,конфессия,конф+ессия
1909,конфессии,конф+ессии
1910,конфиденциальный,конфиденци+альный
1911,конфиденциальны,конфиденци+альны
1912,конфорка,конф+орка
1913,конфорки,конф+орки
1914,коня,кон+я
1915,концертмейстер,концертм+ейстер
1916,концертмейстера,концертм+ейстера
1917,копирайтер,копир+айтер
1918,копирайтера,копир+айтера
1919,копить,коп+ить
1920,копила,коп+ила
1921,копна,копн+а
1922,копны,копн+ы
1923,коптить,копт+ить
1924,копытце,коп+ытце
1925,копытца,коп+ытца
1926,корень,к+орень
1927,корня,к+орня
1928,коридор,корид+ор
1929,коридора,корид+ора
1930,коричнева,кор+ичнева
1931,коричнево,кор+ичнево
1932,коричневы,кор+ичневы
1933,кормить,корм+ить
1934,корми,корм+и
1935,кормленный,к+ормленный
1936,корнет,корн+ет
1937,корнета,корн+ета
1938,короб,к+ороб
1939,короба,к+ороба
1940,короткий,кор+откий
1941,коротки,кор+отки
1942,корректив,коррект+ив
1943,корректива,коррект+ива
1944,корректный,корр+ектный
1945,корректно,корр+ектно
1946,корректны,корр+ектны
1947,корректор,корр+ектор
1948,корректора,корр+ектора
1949,кортеж,корт+еж
1950,кортежа,корт+ежа
1951,коса,кос+а
1952,коса,кос+а
1953,косвенный,к+освенный
1954,косинус,к+осинус
1955,косинуса,к+осинуса
1956,коситься,кос+иться
1957,косящийся,кос+ящийся
1958,косный,к+осный
1959,косой,кос+ой
1960,костюмировала,костюмиров+ала
1961,костюмирующий,костюмир+ующий
1962,коттедж,котт+едж
1963,коттеджа,котт+еджа
1964,кофра,к+офра
1965,кочан,коч+ан
1966,кочерга,кочерг+а
1967,кочерги,кочерг+и
1968,кошель,кош+ель
1969,кошеля,кошел+я
1970,коэффициенте,коэффици+енте
1971,крана,кр+ана
1972,красавец,крас+авец
1973,красавца,крас+авца
1974,красивый,крас+ивый
1975,красноречиво,краснореч+иво
1976,красноречивы,краснореч+ивы
1977,красный,кр+асный
1978,крала,кр+ала
1979,крало,кр+ало
1980,крали,кр+али
1981,кравший,кр+авший
1982,кратер,кр+атер
1983,краткий,кр+аткий
1984,креативный,креат+ивный
1985,креативно,креат+ивно
1986,креативны,креат+ивны
1987,крейсер,кр+ейсер
1988,крема,кр+ема
1989,кремы,кр+емы
1990,кремов,кр+емов
1991,кремень,крем+ень
1992,кремня,кремн+я
1993,кремня,кр+емня
1994,крепкий,кр+епкий
1995,киикрепки,киикрепк+и
1996,крепостник,крепостн+ик
1997,крепостника,крепостник+а
1998,крепостной,крепостн+ой
1999,крестьянин,кресть+янин
2000,крестьянина,кресть+янина
2001,кривичи,кривич+и
2002,кривичей,кривич+ей
2003,кривичей,кр+ивичей
2004,кривой,крив+ой
2005,кривы,крив+ы
2006,кринка,кр+инка
2007,крынки,кр+ынки
2008,критерий,крит+ерий
2009,критерия,крит+ерия
2010,кровля,кр+овля
2011,кровли,кр+овли
2012,кровоточивый,кровоточ+ивый
2013,кровоточиво,кровоточ+иво
2014,кровоточивы,кровоточ+ивы
2015,кровоточат,кровоточ+ат
2016,кроить,кро+ить
2017,кросса,кр+осса
2018,кроссовки,кросс+овки
2019,кроссовок,кросс+овок
2020,кроткий,кр+откий
2021,кроха,кр+оха
2022,крохи,кр+охи
2023,кружево,кр+ужево
2024,кружева,кр+ужева
2025,крупный,кр+упный
2026,крутить,крут+ить
2027,крути,крут+и
2028,крутой,крут+ой
2029,крыло,крыл+о
2030,крыла,крыл+а
2031,крыльцо,крыльц+о
2032,крыльца,крыльц+а
2033,крыла,кр+ыла
2034,крытый,кр+ытый
2035,кряжистый,кр+яжистый
2036,кряжисты,кр+яжисты
2037,ксендза,ксендз+а
2038,ксерокопия,ксерок+опия
2039,ксерокопии,ксерок+опии
2040,ксерокс,кс+ерокс
2041,ксерокса,кс+ерокса
2042,куба,к+уба
2043,куба,к+уба
2044,кузен,куз+ен
2045,кузена,куз+ена
2046,кулисы,кул+исы
2047,кулис,кул+ис
2048,куля,кул+я
2049,культа,к+ульта
2050,кума,к+ума
2051,кума,кум+а
2052,кумы,кум+ы
2053,кумушка,к+умушка
2054,кумушки,к+умушки
2055,купчая,к+упчая
2056,купчей,к+упчей
2057,купчиха,купч+иха
2058,купчихи,купч+ихи
2059,курились,кур+ились
2060,курица,к+урица
2061,курицы,к+урицы
2062,курсор,курс+ор
2063,курсора,курс+ора
2064,кухня,к+ухня
2065,кухни,к+ухни
2066,куцый,к+уцый
2067,кучер,к+учер
2068,кучера,к+учера
2069,лавировать,лав+ировать
2070,лавировала,лав+ировала
2071,лавировавший,лав+ировавший
2072,лагерь,л+агерь
2073,лагеря,л+агеря
2074,лагерь,л+агерь
2075,лагеря,л+агеря
2076,ладить,л+адить
2077,ладила,л+адила
2078,лаженный,л+аженный
2079,лазать,л+азать
2080,лазал,л+азал
2081,лазала,л+азала
2082,лазавший,л+азавший
2083,лазер,л+азер
2084,лазера,л+азера
2085,лазить,л+азить
2086,лазила,л+азила
2087,лайнер,л+айнер
2088,лайнера,л+айнера
2089,лакомый,л+акомый
2090,ландшафт,ландш+афт
2091,ландшафта,ландш+афта
2092,ланиты,лан+иты
2093,ланит,лан+ит
2094,лапти,л+апти
2095,лаптей,лапт+ей
2096,ласты,л+асты
2097,ластиластов,ластил+астов
2098,латентный,лат+ентный
2099,латинизм,латин+изм
2100,латинизма,латин+изма
2101,лгало,лг+ало
2102,лгали,лг+али
2103,лебедь,л+ебедь
2104,левша,левш+а
2105,левши,левш+и
2106,легковерный,легков+ерный
2107,легковерно,легков+ерно
2108,легковерны,легков+ерны
2109,лезвие,л+езвие
2110,лезло,л+езло
2111,лезли,л+езли
2112,лезший,л+езший
2113,лейбла,л+ейбла
2114,лейтмотив,лейтмот+ив
2115,лейтмотива,лейтмот+ива
2116,лекало,лек+ало
2117,лекала,лек+ала
2118,лекарь,л+екарь
2119,лекаря,л+екаря
2120,лексема,лекс+ема
2121,лексемы,лекс+емы
2122,лексиколог,лексик+олог
2123,лексиколога,лексик+олога
2124,лектор,л+ектор
2125,лектора,л+ектора
2126,лемех,л+емех
2127,лемеха,лемех+а
2128,лениться,лен+иться
2129,ленился,лен+ился
2130,ленилась,лен+илась
2131,ленившийся,лен+ившийся
2132,ленчаиланч,л+енчаиланч
2133,ланча,л+анча
2134,лепить,леп+ить
2135,лепила,леп+ила
2136,леса,лес+а
2137,лесы,л+есы
2138,лестница,л+естница
2139,лестницы,л+естницы
2140,лестный,л+естный
2141,лестно,л+естно
2142,лестны,л+естны
2143,лето,л+ето
2144,летопись,л+етопись
2145,летописи,л+етописи
2146,легло,легл+о
2147,легли,легл+и
2148,ливрея,ливр+ея
2149,ливреи,ливр+еи
2150,лидер,л+идер
2151,лидера,л+идера
2152,лилия,л+илия
2153,лилии,л+илии
2154,лилея,лил+ея
2155,лилеи,лил+еи
2156,лиловеть,лилов+еть
2157,лиловела,лилов+ела
2158,лиловеющий,лилов+еющий
2159,лиловевший,лилов+евший
2160,лиловый,лил+овый
2161,линчевавший,линчев+авший
2162,липкий,л+ипкий
2163,липнуть,л+ипнуть
2164,липнул,л+ипнул
2165,липла,л+ипла
2166,липло,л+ипло
2167,липли,л+ипли
2168,липнущий,л+ипнущий
2169,литера,л+итера
2170,литеры,л+итеры
